video_id_X,date_trending,date_published,date_interval
qK8AcryiniI,2017-11-18,2017-11-13,5 days
Lz7dya576HY,2017-11-18,2017-11-13,5 days
CBVGjS_EJok,2017-11-18,2017-11-06,12 days
ZJDMWVZta3M,2017-11-19,2017-11-18,1 days
cH4E_t3m3xM,2017-11-19,2017-11-18,1 days
60nDlMw5vFQ,2017-11-19,2017-11-18,1 days
LDVXOo_HXKU,2017-11-19,2017-11-18,1 days
_wS7seijyks,2017-11-19,2017-11-18,1 days
TyHvyGVs42U,2017-11-19,2017-11-17,2 days
jGyUVyp9w9g,2017-11-19,2017-11-19,0 days
tr7I4vokl78,2017-11-19,2017-11-18,1 days
w8vsuOXZBXc,2017-11-19,2017-11-17,2 days
coOKvrsmQiI,2017-11-19,2017-11-16,3 days
B4mK5OElAFQ,2017-11-19,2017-11-18,1 days
By6Mi7VlqcU,2017-11-19,2017-11-17,2 days
BQ_0QLL2gqI,2017-11-19,2017-11-17,2 days
eOQpjvnm4ME,2017-11-19,2017-11-17,2 days
Y1n8F4uClUU,2017-11-19,2017-11-18,1 days
asu37n6sEBY,2017-11-19,2017-11-17,2 days
ctx4YBEdOxo,2017-11-19,2017-11-17,2 days
fRj34o4hN4I,2017-11-19,2017-11-16,3 days
dpeDxEb9yeg,2017-11-19,2017-11-17,2 days
D818vkK10UQ,2017-11-19,2017-11-18,1 days
Qf1xyI_iKWA,2017-11-19,2017-11-17,2 days
6GT7PrIIS5I,2017-11-19,2017-11-17,2 days
FZiCWBplZ90,2017-11-19,2017-11-18,1 days
i9GSF3ROa58,2017-11-19,2017-11-17,2 days
pOEzjT-SED0,2017-11-19,2017-11-16,3 days
6uJf2IT2Zh8,2017-11-19,2017-11-17,2 days
p9wE8dyzEJE,2017-11-19,2017-11-16,3 days
p8XP7A7kvzM,2017-11-19,2017-11-16,3 days
nfbwPTsowEA,2017-11-19,2017-11-17,2 days
VNqrILFD5h0,2017-11-19,2017-11-17,2 days
mNhxFzR25Rs,2017-11-19,2017-11-17,2 days
qS6LoRYUdhw,2017-11-19,2017-11-16,3 days
88kkrRv1UgI,2017-11-19,2017-11-17,2 days
duRDizP0gHQ,2017-11-19,2017-11-16,3 days
kz3MEd1Jr0Q,2017-11-19,2017-11-17,2 days
8-Cjsnq8kVU,2017-11-19,2017-11-15,4 days
16W7c0mb-rE,2017-11-19,2017-11-16,3 days
JLOFZoBJnd8,2017-11-19,2017-11-18,1 days
gk05IMU2RrU,2017-11-19,2017-11-17,2 days
dcipHnWcB0w,2017-11-19,2017-11-16,3 days
U5sCjnezw4o,2017-11-19,2017-11-17,2 days
0O2IAz1E9Ts,2017-11-19,2017-11-16,3 days
nRafaCcfrcI,2017-11-19,2017-11-16,3 days
8-u5nd2GqNE,2017-11-19,2017-11-16,3 days
2r_nGjgqPE0,2017-11-19,2017-11-16,3 days
t1shnJT8NCY,2017-11-19,2017-11-16,3 days
wJh-jurxmGQ,2017-11-19,2017-11-17,2 days
9PhM-zCmTFs,2017-11-19,2017-11-16,3 days
pvg2cw5oshg,2017-11-19,2017-11-17,2 days
ixxR3ZoqnF0,2017-11-19,2017-11-16,3 days
TsYGNNPQ3ZU,2017-11-19,2017-11-17,2 days
GIn4CeZq7Nw,2017-11-19,2017-11-17,2 days
MGanJGGVSrw,2017-11-19,2017-11-17,2 days
FKA-Jy6nuE0,2017-11-19,2017-11-17,2 days
UB1cGaIW81I,2017-11-19,2017-11-17,2 days
mHaJ8xsWD3s,2017-11-19,2017-11-17,2 days
tG4Fbj1B1bY,2017-11-19,2017-11-17,2 days
S_5TyDFx6kc,2017-11-19,2017-11-16,3 days
Nz0qoOgyWSQ,2017-11-19,2017-11-15,4 days
mZpGOQ7tBKE,2017-11-19,2017-11-16,3 days
TWpt-ze_cYU,2017-11-19,2017-11-15,4 days
UuCq8mtK8J4,2017-11-19,2017-11-16,3 days
iASe_veKR74,2017-11-19,2017-11-17,2 days
CziCidR4KcY,2017-11-19,2017-11-16,3 days
PHWAZNkqwN4,2017-11-19,2017-11-16,3 days
hpapqEeb36k,2017-11-19,2017-11-15,4 days
EEIP1YpFXrE,2017-11-19,2017-11-15,4 days
svZScJMh4Pg,2017-11-19,2017-11-16,3 days
KGziD2V8Ppw,2017-11-19,2017-11-17,2 days
KhxqJzr6FAE,2017-11-19,2017-11-16,3 days
Pubtjn5QIjg,2017-11-19,2017-11-17,2 days
DhwwTxTh5To,2017-11-19,2017-11-16,3 days
szs2GAYwMHo,2017-11-19,2017-11-16,3 days
l3xmc0pzzJI,2017-11-19,2017-11-15,4 days
AJkOHavUH_A,2017-11-19,2017-11-16,3 days
0gwkMY-mzUQ,2017-11-19,2017-11-15,4 days
FHl0nIdbiLA,2017-11-19,2017-11-15,4 days
K6xwB8Kkce0,2017-11-19,2017-11-17,2 days
MMGrzOu1amQ,2017-11-19,2017-11-15,4 days
mjBIsBPG1N8,2017-11-19,2017-11-16,3 days
8KT1UCsOE74,2017-11-19,2017-11-15,4 days
cDDF4pPwEUU,2017-11-19,2017-11-17,2 days
jG1JY0rt2Os,2017-11-19,2017-11-15,4 days
RrhSJzM8NLE,2017-11-19,2017-11-15,4 days
cmoknv58jjE,2017-11-19,2017-11-14,5 days
9pbCuFxRuqs,2017-11-19,2017-11-16,3 days
Mn-3c6of8t8,2017-11-19,2017-11-15,4 days
kOCkne-Bku4,2017-11-19,2017-11-17,2 days
cxMvzK2OQTw,2017-11-19,2017-11-14,5 days
UwdLlnPaRAU,2017-11-19,2017-11-15,4 days
dUMH6DVYskc,2017-11-19,2017-11-14,5 days
Y2-JjnW3w2g,2017-11-19,2017-11-16,3 days
YvfYK0EEhK4,2017-11-19,2017-11-14,5 days
YjBB89qsupM,2017-11-19,2017-11-15,4 days
k1cA-Wh3Tc0,2017-11-19,2017-11-15,4 days
xL_qpDkF5A8,2017-11-19,2017-11-15,4 days
